,Papallacta_SEMBASE-superficial,Mica_SEMBASE-superficial,Orientales_SEMBASE-superficial,Occidentales_SEMBASE-superficial,Bellavista_SEMBASE-superficial,Puengasi_SEMBASE-superficial,El Placer_SEMBASE-superficial,El Troje_SEMBASE-superficial,Paluguillo_SEMBASE-superficial,Norte_SEMBASE-superficial,Centro_SEMBASE-superficial,Sur_SEMBASE-superficial,Parroquias Norte_SEMBASE-superficial,Parroquias Sur_SEMBASE-superficial,Parroquiales Orientales_SEMBASE-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2075-12-31,9730331.930443259,2699074.1384734237,5285358.80608617,2382444.9343306115,8569936.715951584,4904154.635528108,1717097.6999713732,2394149.7257320667,1748540.6479006533,5064832.599127385,5824592.3682067515,2359921.384116707,797861.1082550925,2158727.5505614276,2718022.4230917087,9726992.1281554,2463237.9618691406,5147213.646249896,1486654.038419888,8344594.374421955,4704320.097545824,1222906.689081998,2187400.9474895997,1747940.4854295254,4931655.275283375,5230692.647320859,2144172.676572557,776881.736258684,2045374.4140557696,2690646.0408106404
2076-01-31,8293144.795437983,2487309.854141619,6056161.278090039,2896682.1936776866,7519374.942908508,5356926.764741004,2031819.5212891505,2436450.3442001417,1490278.1197402054,4443950.591258926,6493622.679263143,2358565.3378570676,700053.807184782,2108337.122031804,2342156.9296633797,8289314.1595870545,2240989.0986973825,5942157.6911480175,1869341.388839745,7260940.014572102,5169603.183081389,1468911.124395175,2218857.0270995945,1489589.7544777936,4291215.548612113,5853143.283819057,2124252.5007475098,675993.5153566627,1988997.2730308194,2310760.1321586953
2076-02-29,9983261.339589672,2807058.754859618,6127193.497558898,2599963.9257817883,8831367.007886346,5545722.176257006,1891671.474393907,2595093.216881687,1793992.0627242646,5219337.90166083,6544498.066496086,2531033.633938737,822200.2684342191,2314550.329963804,2793271.624586854,9979128.837655421,2598049.2410069928,6029055.899234079,1642436.7403485593,8590033.263970299,5385782.338785407,1368368.5608137154,2404349.7755158544,1793249.4521266795,5076709.659006446,5961771.7168348115,2320581.3805878554,799732.0968756347,2208825.3962554648,2763855.4477175632
2076-03-31,11018408.310511176,2923021.795917083,6075404.978382779,2428987.3289142246,9637596.325023297,5559403.56575749,1802149.6679975006,2636370.953971366,1980007.9733988582,5695819.428088769,6481477.94159964,2600278.0991426622,897260.2178596688,2412253.2873453987,3069883.950796941,11014855.102326332,2795399.863979514,6008491.738329833,1579025.8439192462,9423467.620611291,5456805.254165146,1341268.1232425296,2500603.8057913105,1979369.4618880416,5569269.3637812715,6002445.6716564875,2435619.1052089054,877324.8354789111,2333727.9336784654,3043803.606207293
2076-04-30,12269052.628493512,3352964.711588003,7213665.942476107,3255492.13675297,10868386.046084944,6549965.190832769,2332334.045025128,3093938.877317983,2204748.757340284,6423216.153236201,7812065.666333616,3051056.060455601,1011846.740890508,2788309.2124310536,3434605.4683870543,12266109.382550687,3317393.622798506,7199523.208101657,2240162.7504613707,10613663.526242958,6524553.282006975,1790746.9295708619,3003311.5602677558,2204219.856044358,6272675.144009589,7334158.69644934,2901830.3180785147,988132.0742932194,2728492.093202156,3403805.0273885913
2076-05-31,12477246.220686492,3094125.3672559257,6156768.314563295,3266530.6400448247,11041827.040391993,5691060.160944412,2259118.790601383,2796365.7093597115,2242161.145857362,6525719.780871666,6983182.491288199,2860850.9928689213,1027994.0974604944,2623047.2184403474,3491581.220532207,12474194.516359568,3013916.4607360163,6109616.115454857,2231262.449876877,10782060.802757613,5622976.57129792,1703006.5847096897,2675831.07908386,2241612.7545898147,6372197.93442975,6454944.303246056,2690010.9998345994,1003809.860736734,2548366.0404298357,3460162.1430828026
2076-06-30,15890921.785693599,3396549.1223963127,7918387.691801378,3072369.28035819,13792450.53825919,7066744.9488164745,2282632.1445734166,3212449.8088081004,2855598.64488914,8151338.268111182,8231982.254786594,3319347.4169567027,1284077.1451119308,3174971.231530647,4414707.572237795,15889104.083755855,3476377.6354878447,7980142.067301973,2016246.2115419211,13528513.62183959,7144980.075532826,1728940.340507605,3191347.2828032924,2855272.003850927,7995351.550507199,7836499.555677669,3212725.9214169844,1259504.6181932662,3147987.7000980494,4383008.075778673
2076-07-31,14213371.055756772,3090526.50116458,6766984.0180689385,2789420.822068038,12346714.00289888,6120617.447020551,2045245.4724715154,2855364.0915619927,2554142.778719492,7296907.975713238,7187188.446780469,2958529.151558081,1149479.073669886,2816107.2414633785,3949884.833026408,14212143.865146143,3124734.856284692,6799742.82844501,1767262.0663173192,12091701.378513176,6158590.868495813,1505878.0350070698,2808157.0155568,2553922.252566762,7146195.514701287,6767775.5703376,2837608.122988362,1125737.3983395768,2777227.6379954205,3919349.5467243395
2076-08-31,11332750.821953187,2734895.9508935236,5728420.887534172,2594558.972007331,9936470.303463241,5232706.751755235,1859986.955353645,2495567.098593214,2036495.3227049874,5872453.949346774,6238219.247992866,2537539.570183168,925085.3852524275,2363492.13106518,3160308.8241542163,11331064.808664033,2650410.3869306426,5684687.595575025,1574666.325065618,9681644.618402446,5165184.689008189,1312091.435470645,2374364.9039009064,2036192.3461169268,5721851.969475845,5717388.852672993,2367718.37721699,901361.1139732676,2289133.473975241,3129715.6478498685
2076-09-30,12566741.256959386,3076077.9424577546,6892533.873868814,2933850.861415908,11032533.095642854,6203054.969943753,2129533.6197920176,2876961.285962424,2258243.4038756015,6520227.059524927,7331682.31758294,2894664.569998095,1027128.8312043494,2697456.6758741685,3506103.300617858,12564665.919031488,3001663.913101362,6853757.832051676,1784584.6563467574,10745238.874116084,6143401.214673951,1513653.8929844864,2752927.678619651,2257870.4656499582,6350436.174602606,6760740.742243169,2711592.7112223012,1000381.7391802077,2619534.4217805294,3471581.6336044674
2076-10-31,10387620.27921529,2861101.583362765,6001283.61102107,3078529.880697022,9281824.542281827,5480194.407574145,2139820.8278474044,2637059.249627762,1866655.3641749872,5485558.304488557,6694525.089532484,2622353.6303868014,864137.8648864379,2368956.320534602,2917437.9554461446,10385166.11139993,2698425.6755753625,5905995.293765715,1898521.1958335286,8986580.211901434,5342353.205407398,1500401.1707925305,2455830.903964326,1866214.3502185673,5311068.905233747,6033945.5377620915,2398636.4605661505,836650.6177280236,2263096.4563307953,2881904.8713024626
2076-11-30,9262504.128864182,2604397.1473121806,5536408.788073738,2776284.524065947,8284233.8394861305,5040478.972133927,1938787.6075634363,2409961.515829394,1664471.9919568931,4895982.199136303,6132714.897861518,2380788.2396030016,771262.1704561585,2147741.869393492,2602362.8380994145,9259499.236153372,2396895.3165795626,5418617.319732938,1686718.6195750174,8011013.000686539,4867307.256128562,1344141.8868337735,2207922.8852013443,1663932.0127367608,4734508.683405745,5478203.558509043,2151206.852710223,745825.3103639167,2033617.4779862366,2569352.18255794
2076-12-31,8558264.59652209,2575500.2197471866,5614811.279793477,2902045.3980276384,7738079.424098327,5083343.514434496,2009516.602890917,2415442.0658358685,1537920.147995019,4573204.939642111,6230457.8005255945,2356832.353538754,720415.1943835543,2098011.265017839,2414454.6513320515,8554551.227211552,2356929.576241806,5469519.616208948,1764242.0878346825,7452290.71001767,4885944.580152445,1387020.6239098778,2200048.263710258,1537252.855529916,4404303.809620443,5530893.722304448,2114001.6852109795,693808.265102645,1975721.2692570547,2379825.9651395204
2077-01-31,10806721.184617804,2930356.8519626227,5693775.870291162,3420782.52306786,9710495.1562505,5292962.347686503,2304380.3393339673,2649783.988186402,1941967.7968758193,5738902.637344045,6665564.236633322,2681987.1810985995,904047.0990469214,2399722.955721401,3041587.9823024184,10802922.55965142,2780004.878069545,5550579.179105095,2220725.652938049,9409166.531413304,5126616.304680898,1651693.2365278178,2466304.3212384433,1941285.1839693603,5560817.420065262,5968367.171903545,2454604.8192834263,875993.4040745787,2289826.4032413675,3005096.7138480693
2077-02-28,9152822.667382006,2720305.1006172914,6103220.460990466,3607144.2708849926,8400774.656301428,5491177.516807361,2421547.8867661534,2614991.5740764076,1644762.2333285464,4964857.821874143,6941128.992342647,2586490.05451727,782112.1205016627,2272600.7303430755,2597067.5687595885,9148504.984201662,2535846.3722777427,5977872.407691278,2329057.370976231,8079629.993234537,5322656.258416289,1727211.5157537467,2410957.6785103153,1643986.3456610388,4775061.326001611,6206982.380260138,2338848.8437873907,752213.5523701353,2153333.0437105307,2558129.538274418
2077-03-31,10990133.202892737,3068040.699507993,8069553.228791149,4981034.31999907,10248597.241571525,7031134.999377663,3292976.719273201,3194049.2782046804,1974926.9365598252,6056920.96976877,9049362.94099313,3203846.7999894535,954144.4031903088,2804513.221949706,3137594.7162780366,10986494.52564615,3005226.900960431,8033814.193272606,3427039.7887658533,9859446.249085594,6978655.589113444,2462808.353104777,3048776.4166805535,1974273.066258613,5826932.733209584,8304721.324098515,2971093.5123195485,917914.4457898686,2709493.597595828,3090689.2974997717
2077-04-30,10349874.121511677,2745723.241367323,6565985.024588692,5010813.880175028,9731049.04145092,5829139.445004646,3198135.7803380517,2795822.8951533274,1859872.3796356486,5751049.983497493,7895786.303541282,2898829.5382603146,905960.6657590804,2502179.6446514903,2964259.722320474,10346693.78850136,2651107.416279645,6513977.822725377,3479495.543105855,9347908.87965407,5751380.396712705,2377678.048813483,2632889.219079555,1859300.8737936944,5524614.147875555,7136721.646450863,2656402.858341564,870290.3166957938,2399290.120844723,2918149.024856202
2077-05-31,11761162.733344223,3005264.0764918737,7181974.223951769,5325597.215651928,10966388.233158432,6376846.766381152,3415764.0952569284,3048469.423511311,2113480.943181957,6481135.445796634,8568024.623148369,3175277.5382824973,1020970.7445070498,2766466.3227310833,3357572.9934124453,11758431.24456573,2960696.597689366,7150951.391577133,3675276.496160787,10554043.986715397,6335609.133247584,2535475.121130851,2906896.8049584054,2112990.094648462,6237439.9961488005,7791300.0389538715,2936541.211043473,982581.4951632034,2671412.0498852287,3308068.304990371
2077-06-30,12378889.71794708,3085510.5730461287,6383148.70611169,5341093.397246397,11476713.388960544,5847263.3942834055,3375288.343153971,2969107.9020866263,2224486.4823150905,6782737.612875678,8060874.968873708,3153220.178448808,1068482.0165122265,2741866.110554116,3526114.7368129827,12377000.249671396,3120559.4831009307,6366714.588761337,3589746.6084729326,11039954.5369111,5850846.392884138,2445485.307301809,2864696.4575914256,2224146.9448659495,6524613.13131446,7282576.568189858,2930095.8144558943,1027819.7673864234,2661399.94580186,3473854.180764974
2077-07-31,13498065.753017869,3018677.675237896,7261591.635470806,4787268.944168829,12256700.443525301,6438911.262675753,3135570.967330707,3030760.414149253,2425602.415817311,7243709.962123454,8387970.720115976,3213466.15457734,1141098.8112922057,2897392.129946056,3814279.55018484,13496550.891258104,3054932.1559144403,7293920.338546995,3073529.529950403,11829594.163935194,6477467.808772362,2228959.134814383,2937051.5782543696,2425330.195159081,6991290.150885699,7660409.893168715,3001049.3910173997,1101335.2166623662,2824864.6606516894,3763232.096727974
2077-08-31,12379479.110614255,3104150.990128548,6973490.057147711,4470818.707484559,11260933.371602539,6272420.179595582,2952205.123963805,3009738.559585954,2224592.3961773817,6655211.622617101,8085108.595142272,3107421.657098079,1048392.8968961964,2773323.660559682,3500561.4092491046,12377601.458829608,3098583.390286333,6975547.18650623,2733145.075470997,10827581.987348936,6271459.986955777,2029237.1106560337,2887748.7064261176,2224254.98215168,6399100.954523222,7308496.143852687,2874110.3842733675,1008047.883022186,2686667.2989431242,3448708.0644525765
2077-09-30,10833952.73395794,2908098.900337457,6697674.709854555,3983511.2034082003,9872660.380619055,5992568.055808532,2667606.422174174,2830838.6894342527,1946861.306292242,5834742.2849458605,7595883.498896735,2859104.360851718,919144.6814356337,2543881.9790268475,3065624.4505797774,10831908.271044489,2836754.723786017,6691225.4238253245,2356586.058555652,9466693.226980457,5957083.93469383,1800266.372671372,2680566.198546648,1946493.916306695,5594815.697145449,6835182.673485756,2616942.014788218,881349.1394318806,2446980.963166554,3016997.963163193
2077-10-31,10601207.357809542,2754391.917790495,6681223.114854241,4326359.139215711,9767030.158763144,5914313.027006701,2842459.957206389,2771047.891368488,1905036.9621983746,5772314.8238290185,7672934.852359755,2837053.227066426,909310.5077808488,2505090.8600537414,3012424.302045099,10598966.59589117,2611222.0800128286,6643580.265737183,2637539.706718856,9345521.329090808,5825654.229428882,1937340.060919816,2573969.118312989,1904634.2972816431,5523203.105492667,6832973.809774868,2558503.879465195,870068.0357383542,2385405.7752735927,2961915.63269747
2077-11-30,10043617.934687864,2767518.816585163,7272377.237466359,4235289.589413667,9287231.807619875,6337653.925259652,2833044.325917977,2862435.694504284,1804838.1428634098,5488753.998303346,8043233.772761032,2862179.847564932,864641.2812894104,2527167.042397186,2858013.0853463784,10040602.612624347,2578435.248363292,7237561.603839589,2555215.3149180124,8867261.087847825,6231088.953278158,1930911.611461898,2642250.251913663,1804296.289488595,5240551.302918066,7189786.08029243,2569226.9549641786,825542.0072786326,2397942.885691765,2807552.0478411745
2077-12-31,10751073.783028131,2907406.01285335,7191583.726520154,4625859.062000145,9964331.371611802,6341214.409358416,3040833.671167507,2950418.701138545,1931967.958810155,5888919.840622573,8221061.653937097,2993115.3756575724,927679.2506970585,2627042.853051012,3062052.2656604713,10747669.85226823,2735768.9383073426,7122700.361801726,2856173.394289949,9521773.600355774,6218143.640369153,2089593.5476506283,2728020.9254862852,1931356.2724526003,5627368.1978102615,7311592.905106153,2690542.0178344296,886477.1221931224,2493224.306955554,3008837.7710244944
2078-01-31,11785379.074207854,3056069.9822066072,7273155.828232189,4428374.378548838,10763283.336012404,6463290.9299326055,2947213.167568865,3027540.33608418,2117832.6196351512,6361100.451583331,8251436.784143422,3084443.5769463107,1002061.6785827548,2746494.36248913,3337652.3451513518,11782177.985753039,2938792.4606804135,7194464.828050454,2759002.5647706445,10345819.867864419,6356855.932722605,2050792.0536462534,2839110.90313125,2117257.3840398206,6114379.541907871,7402905.81138405,2812930.7483833344,963195.8296981775,2628588.545021842,3287456.982360574
2078-02-28,9336766.957826363,2710408.834292157,6426862.753846839,4629324.817322629,8805602.445826508,5715540.765258442,2985067.8837352083,2729691.012736371,1677817.0223213974,5204111.045483466,7615213.675961334,2764418.1907261675,819801.5877064479,2374458.7681272756,2677320.931398474,9332757.680587472,2516716.803798887,6295454.473866388,2939090.792093467,8382292.084148895,5538735.3202334205,2071076.004314491,2491557.4945927667,1677096.5552015689,4953934.621731997,6689045.516722868,2458046.7457089266,780391.3930342621,2232158.4858742086,2626289.251494668
2078-03-31,8671794.186254686,2420531.221408221,5691405.249647086,4036240.498816329,8113009.817266073,5070278.093356129,2610651.9721268825,2423635.7443059515,1558321.4152699672,4794788.80200425,6724039.43117701,2469092.283387833,755321.2139874715,2137823.334242264,2478857.786490763,8667974.220698606,2227781.485745631,5543605.427119233,2600988.470974386,7753217.6985879205,4882300.50833047,1831053.3672756464,2200998.846223796,1557634.9674595392,4582151.65986546,5900847.629337623,2195258.973689535,721824.5677385353,2006349.7271718662,2435411.4822425386
2078-04-30,9001477.772993146,2695441.8242126275,6742607.391251323,3961185.5972960256,8364666.247005142,5932126.152715234,2650142.3683061814,2724386.9962623147,1617565.5558068682,4943517.751980038,7527206.165397135,2685639.510701665,778750.4275961787,2347738.1551552964,2566347.2673464455,8997636.466847366,2576333.623715746,6632408.798241489,2599476.1867910777,8023131.971585738,5802637.441838388,1914999.35300144,2551294.9839123553,1616875.2730924718,4741670.995207171,6793633.246736125,2451050.3557547005,746953.5865546323,2240769.188734795,2525068.0942854993
2078-05-31,11008023.979563754,3021618.269583834,6702350.506766554,4512764.8012608625,10146900.913957646,6045082.152895163,2953549.061499782,2927604.6307824673,1978141.9091276065,5996818.440148968,7883134.381587105,2978951.8535040994,944676.4750894568,2610326.5154807,3128627.0117688593,11004705.304459697,2994864.736535359,6610916.120125681,3039773.748778361,9778141.65569793,5968886.102156873,2164227.461719425,2798307.9594506575,1977545.5432114075,5778881.718517476,7151636.025242127,2763433.0192604973,910344.988145477,2520751.0662781727,3084202.0472010085
2078-06-30,11812359.121256359,2825515.683213776,5825720.949054046,3793024.211022774,10627519.759957248,5340732.899179855,2506450.199059581,2640485.075210864,2122680.934089768,6280864.178134734,6878082.16443686,2765652.306234668,989422.0896520197,2494254.0376212476,3326221.163113944,11809292.168733895,2795631.6059084306,5719683.578338938,2477737.2224415694,10298156.34892165,5252862.749257765,1799810.4988276765,2518135.074843416,2122129.802721481,6086210.402212694,6205648.304451549,2568503.497036753,958758.3560846057,2410027.8403971503,3286524.319191248
2078-07-31,10683860.848851213,2653069.565446215,5079807.760701152,3520630.183435092,9634574.11055673,4738989.839556298,2306382.284442346,2416601.762381238,1919889.794538563,5694033.299339028,6172327.832733389,2526607.797318035,896978.8496928315,2259659.718938348,3011107.775098317,10680873.272996334,2606577.5907943705,4969397.090294497,2213126.8297226685,9307210.013715776,4640830.429902421,1602926.2315257061,2285382.7638018327,1919352.9271574412,5500561.118106023,5493377.403672179,2324302.3926838893,866501.2522769388,2171599.9129222874,2971662.509949691
2078-08-31,10481571.691849384,2562491.726396565,5027329.296632714,3242465.6180642676,9399593.33623628,4662648.311463922,2151605.812263561,2341810.584733451,1883538.4330253343,5555159.661715642,5974034.686669392,2441394.687060351,875102.1396035977,2202657.389095361,2947845.943049211,10478552.105109958,2513732.9271229976,4927483.694135324,1973539.9563971534,9081789.550144348,4570970.4538144255,1469234.2013389566,2213671.715135529,1882995.8132882598,5367337.624135309,5318596.3496632,2244585.393104834,845514.6071184387,2117241.603004311,2909531.809284365
